Número processo,Categoria,comarca,vara,juiz,Pena Base,Pena Definitiva,Culpabilidade,Antecedentes,Personalidade do Agente,Circunstâncias do Crime,Pena-Base Minimo?,Reincidência,Contra Criança/Idoso/Enfermo/Grávida,Menor de 21 ou Maior de 70,Confissão Espontânea,Pena Provisória,Crime Tentado,Concurso de Pessoas,Restrição de Liberdade da Vítima,Arma Branca,Arma de Fogo,Conversão da Pena
1500026-98.2021.8.26.0288,Roubo Majorado,Ituverava,2ª Vara,JOSE MAGNO LOUREIRO JUNIOR,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500027-37.2022.8.26.0583,Roubo Majorado,Presidente Prudente,1ª Vara Criminal,Dr. Alessandro Correa Leite,N/A,N/A,N/A,N/A,N/A,N/A,Não no mínimo,N/A,Sim,N/A,N/A,N/A,Não,Sim,N/A,Não,Sim,N/A
1500037-66.2022.8.26.0103,Roubo Majorado,Caconde,Vara Única,JOSÉ OLIVEIRA SOBRAL NETO,1640,2735,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500038-49.2020.8.26.0288,Roubo Majorado,Ituverava,1ª Vara,Leonardo Breda,1711,1985,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Não,Não,Não,Não,Não convertida
1500044-35.2021.8.26.0510,Roubo Majorado,Rio Claro,2ª Vara Criminal,CAIO CESAR GINEZ ALMEIDA BUENO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Não,Não,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500045-02.2022.8.26.0537,Roubo Majorado,São Bernardo do Campo,2ª Vara Criminal,FERNANDA ALVES DA ROCHA BRANCO DE OLIVA POLITI,3270,5308,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500045-67.2022.8.26.0580,Roubo Majorado,Cândido Mota,2ª Vara,ANDRE FIGUEREDO SAULLO,1711,1958,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Sim,Não,Não convertida
1500045-72.2020.8.26.0213,Roubo Majorado,Guará,1ª Vara,ADRIANO PUGLIESI LEITE,1958,6305,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,N/A,Não,Não,Sim,Não,Sim,Não convertida
1500055-46.2019.8.26.0571,Roubo Majorado,São Miguel Arcanjo,Vara Única,Matheus Oliveira Nery Borges,1985,2316,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500056-08.2021.8.26.0459,Roubo Majorado,Pitangueiras,2º Vara,Gabrielle Gasparelli Cavalcante,N/A,6570,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Sim,Sim,Não,Sim,Sim,Não convertida
1500061-26.2022.8.26.0546,Roubo Majorado,Itapira,2ª Vara,Helia Regina Pichotano,1460,4115,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Sim,Não,Sim,N/A,Não,Não,Não,Não,Sim,Não convertida
1500061-63.2022.8.26.0275,Roubo Majorado,Itaporanga,Vara Única,VINICIUS JOSÉ CAETANO MACHADO DE LIMA,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Sim,Não,N/A,Não,Sim,Não,Não,Não,Não convertida
1500066-93.2022.8.26.0337,Roubo Majorado,Mairinque,2ª Vara,CARLA CARLINI CATUZZO,1460,2920,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500083-11.2022.8.26.0344,Roubo Majorado,Marília,1ª Vara Criminal,THAIS FEGURI KRIZANOWSKI FARINELLI,1470,2054,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Sim,Não,Não convertida
1500084-18.2022.8.26.0272,Roubo Majorado,Itapira,2ª Vara,Helia Regina Pichotano,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Não,Não convertida
1500086-78.2022.8.26.0630,Roubo Majorado,Americana,2ª Vara Criminal,EUGENIO AUGUSTO CLEMENTI JUNIOR,1460,2430,N/A,Primário ou sem antecedentes,N/A,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500088-13.2020.8.26.0535,Roubo Majorado,Arujá,2ª Vara,ALEXANDRE MUNOZ,1837,3060,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500088-42.2022.8.26.0535,Roubo Majorado,Guarulhos,4ª Vara Criminal,Dr(a). ANDRE LUIZ DA SILVA DA CUNHA,1470,4953,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500090-35.2019.8.26.0529,Roubo Majorado,Santana de Parnaíba,Vara Criminal,FABIO MARTINS MARSIGLIO,1825,2363,Neutra ou comum,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500091-19.2022.8.26.0560,Roubo Majorado,Votuporanga,2ª Vara Criminal e Da Infância e Juventude,MAURICIO JOSE NOGUEIRA,N/A,N/A,N/A,Maus antecedentes,N/A,Desfavoráveis,N/A,N/A,Sim,Não,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500092-10.2021.8.26.0537,Roubo Majorado,São Bernardo do Campo,3ª Vara Criminal,Juliana Pires Zanatta Cherubim Fernandez,1460,3783,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Sim,Não,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500092-40.2022.8.26.0548,Roubo Majorado,Campinas,2ª Vara Criminal,BRUNO LUIZ CASSIOLATO,1460,3240,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500092-67.2022.8.26.0539,Roubo Majorado,Santa Cruz do Rio Pardo,Vara Criminal,Dr. PEDRO DE CASTRO E SOUSA,1700,2835,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500095-40.2021.8.26.0512,Roubo Majorado,Rio Grande da Serra,Vara Única,ALEXANDRE CHIOCHETTI FERRARI,1985,6006,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500097-04.2022.8.26.0535,Roubo Majorado,Guarulhos,3ª Vara Criminal,ANDRE LUIZ DA SILVA DA CUNHA,1460,3240,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500098-57.2020.8.26.0341,Roubo Majorado,Maracai,Vara Única,Dr. Zander Barbosa Dalcin,1460,3240,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Não,N/A,Sim,Sim,Sim,Não,Sim,Não convertida
1500099-41.2021.8.26.0621,Roubo Majorado,Lorena,Vara Criminal,Daniel Otero Pereira da Costa,1642,3605,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500100-11.2021.8.26.0626,Roubo Majorado,Caraguatatuba,Vara Criminal,JULIO DA SILVA BRANCHINI,1945,1945,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500100-95.2021.8.26.0598,Roubo Majorado,Miguelópolis,1ª Vara,José Magno Loureiro Júnior,N/A,N/A,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500101-20.2022.8.26.0542,Roubo Majorado,Santana de Parnaíba,Vara Criminal,FABIO MARTINS MARSGILIO,1945,5350,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500104-27.2021.8.26.0536,Roubo Majorado,Cubatão,4ª Vara,GUSTAVO HENRICHS FAVERO,N/A,10121,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500107-42.2022.8.26.0537,Roubo Majorado,São Bernardo do Campo,4ª Vara Criminal,Lizandra Maria Lapenna Peçanha,N/A,N/A,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500110-16.2022.8.26.0466,Roubo Majorado,Pontal,1ª Vara,Bruna Araújo Capelin Matioli,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1500111-02.2021.8.26.0574,Roubo Majorado,Fartura,Vara Única,MARIO HENRIQUE GEBRAN SCHIRMER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Não,Sim,N/A,Não,Sim,Sim,Não,Sim,N/A
1500114-41.2019.8.26.0116,Roubo Majorado,São José dos Campos,1ª Vara Criminal,Dr(a). José Loureiro Sobrinho,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sim,Sim,N/A,Sim,N/A
1500116-70.2021.8.26.0591,Roubo Majorado,Junqueirópolis,Vara Única,Marcus Frazão Frota,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,N/A,Não,Sim,Sim,Não,Sim,N/A,Não convertida
1500117-45.2022.8.26.0292,Roubo Majorado,Jacareí,1ª Vara Criminal,MARCOS AUGUSTO BARBOSA DOS REIS,N/A,4202,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1500122-65.2022.8.26.0616,Roubo Majorado,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,1460,2190,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Sim,Sim,Não,Não convertida
1500124-79.2022.8.26.0569,Roubo Majorado,Itu,1ª Vara Criminal e de Violência Doméstica e Familiar contra a Mulher,BRUNO HENRIQUE DI FIORE MANUEL,N/A,N/A,N/A,Maus antecedentes,N/A,Desfavoráveis,N/A,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Sim,Não,Não,Não convertida
1500125-59.2022.8.26.0603,Roubo Majorado,Buritama,2ª Vara,Dr(a). CLAUDIA DE ABREU MONTEIRO DE CASTRO,1945,3026,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,N/A,Não,Não,Não,Sim,Não,Não convertida
1500126-38.2022.8.26.0605,Roubo Majorado,Andradina,1ª Vara,ALEXANDRE RODRIGUES FERREIRA,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Não,N/A,Sim,Não,Não,Não,Sim,Não convertida
1500129-55.2022.8.26.0067,Roubo Majorado,Borborema,Vara Única,BRENO COLA ALTOÉ,1837,1958,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
1500131-23.2021.8.26.0370,Roubo Majorado,Monte Azul Paulista,Vara Única,Ayman Ramadan,N/A,N/A,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Sim,Sim,Não,Não,Sim,Não convertida
1500136-38.2021.8.26.0146,Roubo Majorado,Cordeirópolis,Vara Única,TALES NOVAES FRANCIS DICLER,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Sim,Não,Sim,N/A
1500136-68.2022.8.26.0545,Roubo Majorado,Bragança Paulista,1ª Vara Criminal,Dr(a). Nicole de Almeida Campos Leite Colombini,N/A,N/A,N/A,N/A,N/A,Desfavoráveis,N/A,N/A,N/A,N/A,N/A,N/A,Não,Sim,Sim,Não,Sim,Não convertida
1500141-50.2021.8.26.0505,Roubo Majorado,Ribeirão Pires,3ª Vara,TARSILA MACHADO DE SA JUNQUEIRA,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Não,Sim,N/A,Não,Sim,Sim,Sim,Sim,N/A
1500086-78.2022.8.26.0630,Roubo Majorado,Americana,2ª Vara Criminal,EUGENIO AUGUSTO CLEMENTI JUNIOR,1985,3311,N/A,Maus antecedentes,N/A,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Sim,N/A,Não,Sim,Não,Não,Sim,Não convertida
1508041-08.2022.8.26.0228,Roubo Majorado,SÃO PAULO,12ª Vara Criminal,EVA LOBO CHAIB DIAS JORGE,1945,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Sim,N/A,Não,Sim,Não,Não,Não,Não convertida
