Número processo,Categoria,comarca,vara,juiz,Pena Base,Pena Definitiva,Culpabilidade,Antecedentes,Personalidade do Agente,Circunstâncias do Crime,Pena-Base Minimo?,Reincidência,Contra Criança/Idoso/Enfermo/Grávida,Menor de 21 ou Maior de 70,Confissão Espontânea,Pena Provisória,Crime Tentado,Concurso de Pessoas,Restrição de Liberdade da Vítima,Arma Branca,Arma de Fogo,Conversão da Pena
1500081-50.2022.8.26.0535,Roubo Simples,Guarulhos,3ª Vara Criminal,Patrícia Padilha,1825,3285,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Igual à base,Não,Sim,Sim,Não,Não,Não convertida
1500084-69.2022.8.26.0546,Roubo Simples,Jaguariúna,1ª Vara,MARCELO FORLI FORTUNA,N/A,N/A,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Não,Não,Não,Diferente da base,Não,Não,Não,Sim,Não,Não convertida
1500086-72.2022.8.26.0632,Roubo Simples,Jales,2ª Vara Criminal,Dr(a). Alexandre Yuri Kiataqui,N/A,N/A,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500087-08.2022.8.26.0616,Roubo Simples,Suzano,2ª Vara Criminal,Dr(a). José Eugenio Do Amaral Souza Neto,1460,4653,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Não,Sim,N/A,Não convertida
1500088-47.2019.8.26.0341,Roubo Simples,Maracaí,Vara Única,Dr. Zander Barbosa Dalcin,1825,1415,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Não,Sim,Sim,Não,Diferente da base,Sim,Sim,Não,Não,Sim,Não convertida
1500089-11.2021.8.26.0681,Roubo Simples,Louveira,Vara Única,Camila Corbucci Monti Manzano,1711,3970,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Sim,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500089-33.2020.8.26.0394,Roubo Simples,Nova Odessa,1ª Vara Judicial,GUILHERME SOUZA LIMA AZEVEDO,1460,1945,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Igual à base,Não,Sim,Não,Não,Não,Não convertida
1500089-86.2019.8.26.0129,Roubo Simples,Casa Branca,1ª Vara,JOSE ALFREDO DE ANDRADE FILHO,1945,5885,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Sim,Sim,Sim,Não,Sim,Não convertida
1500091-81.2021.8.26.0486,Roubo Simples,Quatá,Vara Única,RICARDO BAREA BORGES,1700,2190,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Não,Sim,Não,Sim,Diferente da base,Não,Sim,Não,Sim,Não,Não convertida
1500093-73.2022.8.26.0435,Roubo Simples,Pedreira,2ª Vara,Dayse Lemos de Oliveira,2005,4557,Alta ou acentuada,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,N/A,Não convertida
1500095-38.2021.8.26.0545,Roubo Simples,Atibaia,3ª Vara Criminal,Leonardo Marzola Colombini,1700,756,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Não,Diferente da base,Sim,Não,Não,Sim,Não,Convertida
1500095-79.2022.8.26.0229,Roubo Simples,Hortolândia,1ª Vara Criminal da Comarca de Hortolândia,Dr(a). Milton Gomes Baptista Ribeiro,1711,3783,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500098-80.2022.8.26.0537,Roubo Simples,São Bernardo do Campo,2ª Vara Criminal,MARTA OLIVEIRA DE SA,1700,3311,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500103-10.2021.8.26.0094,Roubo Simples,Brodowski,Vara Única,CAROLINA NUNES VIEIRA,2430,4503,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500103-74.2022.8.26.0126,Roubo Simples,Caraguatatuba,Vara Criminal,Júlio da Silva Branchini,1711,3311,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Igual à base,Não,Não,Não,Sim,N/A,Não convertida
1500104-60.2022.8.26.0546,Roubo Simples,Conchal,Vara Única,RAPHAELLO ALONSO GOMES CAVALCANTI,1470,2158,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Não,Não,Não,Não,Igual à base,Sim,Sim,Não,Não,Sim,Não convertida
1500106-15.2022.8.26.0551,Roubo Simples,Limeira,1ª Vara Criminal,Ricardo Truite Alves,1700,2316,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Não,Não,Não,Sim,Não convertida
1500106-76.2020.8.26.0618,Roubo Simples,Taubaté,1ª Vara Criminal,Cláudia Calles Novellino Ballestero,1460,970,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Sim,Não,Não,Sim,Não,Não convertida
1500107-71.2022.8.26.0495,Roubo Simples,Registro,1ª Vara,Raphael Ernane Neves,1711,3517,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Normais ou neutras,Sim no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Sim,Não,Não,Sim,Não,Não convertida
1500108-46.2022.8.26.0466,Roubo Simples,Pontal,1ª Vara,Dra. Bruna Araújo Capelin Matioli,1460,1945,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
1500110-15.2022.8.26.0628,Roubo Simples,Itapecerica da Serra,1ª Vara,LUCAS DADALTO SAHÃO,1700,1295,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,Diferente da base,Sim,Sim,Sim,Não,Sim,Não convertida
1500112-64.2022.8.26.0537,Roubo Simples,Diadema,2ª Vara Criminal,Kleber Leles de Souza,1700,1945,Alta ou acentuada,Primário ou sem antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500116-43.2021.8.26.0115,Roubo Simples,Campo Limpo Paulista,2ª Vara,Marcel Nai Kai Lee,N/A,5475,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Uma condenação,Sim,Sim,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500120-92.2022.8.26.0617,Roubo Simples,Caçapava,Vara Criminal,Gustavo de Campos Machado,1711,4415,Neutra ou comum,Maus antecedentes,Neutra ou inconclusiva,Desfavoráveis,Não no mínimo,Uma condenação,Não,Não,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500121-78.2022.8.26.0067,Roubo Simples,Borborema,Vara Única,BRENO COLA ALTOÉ,1620,1920,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Sim no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
1500126-03.2022.8.26.0067,Roubo Simples,Borborema,Vara Única,BRENO COLA ALTOÉ,1640,3076,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Sim,Diferente da base,Sim,Sim,Não,Sim,Não,Não convertida
1500127-05.2022.8.26.0611,Roubo Simples,Igarapava,1ª Vara,JOAQUIM AUGUSTO SIMOES FREITAS,1460,2430,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Não,Não,Não,Sim,Não convertida
1500134-04.2021.8.26.0620,Roubo Simples,Taquarituba,Vara Única,DIANA CRISTINA SILVA SPESSOTTO,1948,2161,Neutra ou comum,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Igual à base,Não,Sim,Não,Sim,Não,Não convertida
1500135-77.2020.8.26.0505,Roubo Simples,Suzano,1ª Vara Criminal,FERNANDO OLIVEIRA CAMARGO,2190,2270,Alta ou acentuada,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Diferente da base,Não,Sim,Sim,Sim,Não,Não convertida
1500138-62.2022.8.26.0537,Roubo Simples,Diadema,1ª Vara Criminal,Dr(a). CECILIA NAIR SIQUEIRA PRADO EUZEBIO,1460,3240,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Não,Sim,Igual à base,Não,Sim,Não,Não,Sim,Não convertida
1500141-23.2022.8.26.0632,Roubo Simples,Jales,2ª Vara Criminal,Dr(a). Alexandre Yuri Kiataqui,1945,3458,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Sim,Não,Sim,Igual à base,Não,Não,Não,Sim,Não,Não convertida
1500141-49.2020.8.26.0355,Roubo Simples,Miracatu,1ª Vara,Barbara Donadio Antunes Chinen,1460,2430,Neutra ou comum,Primário ou sem antecedentes,Neutra ou inconclusiva,Desfavoráveis,Sim no mínimo,Não,Não,Sim,Não,Diferente da base,Não,Sim,Sim,Não,Sim,Não convertida
1500121-78.2022.8.26.0067,Roubo Simples,Borborema,Vara Única,BRENO COLA ALTOÉ,1800,4800,Alta ou acentuada,Maus antecedentes,Negativa ou desfavorável,Desfavoráveis,Não no mínimo,Múltiplas condenações,Não,Não,Não,Diferente da base,Não,Sim,Não,Não,Sim,Não convertida
